agriculture,Reservoirs,1
agriculture,Retail trade,1
agriculture,Rural affairs legislation,21
agriculture,Rural conditions,2
agriculture,Rural economic development,6
agriculture,"Science, Technology, Communications",12
agriculture,Social Welfare,11
agriculture,Sports and Recreation,12
agriculture,Taxation,636
agriculture,Territorial waters,12
agriculture,Territories (U.S.),1
agriculture,Tobacco,44
agriculture,Tobacco industry,4
agriculture,Transportation and Public Works,39
agriculture,Trucking,1
agriculture,Water Resources Development,27
agriculture,uncoded,541
civil rights,Abortion,24
civil rights,Age and employment,31
civil rights,Agriculture and Food,23
civil rights,Amnesties,1
civil rights,Animals,2
civil rights,Architecture and the disabled,2
civil rights,Archives,1
civil rights,Armed Forces and National Security,174
civil rights,"Arts, Culture, Religion",22
civil rights,Athletes,2
civil rights,Blind,8
civil rights,Broadcasting,3
civil rights,Busing (School integration),3
civil rights,Church and education,1
civil rights,"Civil Rights and Liberties, Minority Issues",970
civil rights,Civil procedure,1
civil rights,Commemorations,4
civil rights,Commerce,145
civil rights,Conferences,5
civil rights,Confidential communications,2
civil rights,Congress,51
civil rights,Congressional-executive relations,4
civil rights,Constitutional amendments,2
civil rights,Constitutional law,1
civil rights,Court records,1
civil rights,Credit,52
civil rights,Credit cards,7
civil rights,Crime and Law Enforcement,473
civil rights,Criminal investigation,1
civil rights,Deaf,6
civil rights,Desegregation in education,8
civil rights,Disabled,24
civil rights,Discrimination in employment,34
civil rights,District of Columbia,2
civil rights,Economics and Public Finance,17
civil rights,Education,118
civil rights,Electronic surveillance,3
civil rights,Emergency Management,4
civil rights,Energy,13
civil rights,Environmental Protection,14
civil rights,Families,25
civil rights,Federal advisory bodies,2
civil rights,Federal aid programs,2
civil rights,Fetus,2
civil rights,Finance and Financial Sector,100
civil rights,Financial disclosure,1
civil rights,Fire fighters,1
civil rights,Flags,2
civil rights,Foreign Trade and International Finance,6
civil rights,Fraternal organizations,1
civil rights,Freedom of information,2
civil rights,Freedom of the press,3
civil rights,Government Operations and Politics,921
civil rights,Government paperwork,2
civil rights,Government publications,6
civil rights,Health,378
civil rights,Homosexuality,10
civil rights,Housing and Community Development,70
civil rights,Immigration,13
civil rights,Independent regulatory commissions,2
civil rights,Information services,5
civil rights,Insurance,3
civil rights,Intergovernmental fiscal relations,1
civil rights,Internal security,2
civil rights,International Affairs,46
civil rights,Jurisdiction,2
civil rights,Labor and Employment,253
civil rights,Law,118
civil rights,Legal fees,2
civil rights,Lotteries,1
civil rights,Mailing lists,1
civil rights,Minorities,15
civil rights,Mortgages,1
civil rights,Motion pictures,1
civil rights,Names,1
civil rights,Narcotic addicts,3
civil rights,Narcotic law and legislation,1
civil rights,Native Americans,1
civil rights,Nondiscrimination provisions,1
civil rights,Physically handicapped,3
civil rights,Polygraphs,3
civil rights,Postal service,1
civil rights,Pregnancy,3
civil rights,Public Lands and Natural Resources,20
civil rights,Public records,2
civil rights,Racial discrimination,1
civil rights,Religion in the public schools,6
civil rights,Religious liberty,4
civil rights,Revenue sharing,1
civil rights,Right of privacy,182
civil rights,Rights of women,3
civil rights,Schools,1
civil rights,"Science, Technology, Communications",100
civil rights,Sex discrimination,11
civil rights,Sex discrimination against women,7
civil rights,Social Sciences and History,1
civil rights,Social Welfare,134
civil rights,Sports and Recreation,7
civil rights,Student transportation,1
civil rights,Taxation,207
civil rights,Territories (U.S.),1
civil rights,Transportation and Public Works,67
civil rights,Water Resources Development,3
civil rights,Women,30
civil rights,uncoded,52
culture,Armed Forces and National Security,1
culture,Art,1
culture,"Arts, Culture, Religion",179
culture,Charities,1
culture,Commerce,7
culture,Congress,1
culture,Crime and Law Enforcement,2
culture,Cultural centers,7
culture,Economics and Public Finance,2
culture,Education,14
culture,Emergency Management,1
culture,Finance and Financial Sector,1
culture,Foundations,1
culture,Government Operations and Politics,23
culture,Handicraft,1
culture,Immigration,1
culture,International Affairs,3
culture,Labor and Employment,27
culture,Libraries,12
culture,Music,1
culture,Poetry,2
culture,Private Legislation,1
culture,Public Lands and Natural Resources,4
culture,Social Sciences and History,3
culture,Taxation,85
culture,Transportation and Public Works,1
culture,uncoded,7
defense,Adoption,1
defense,Agriculture and Food,10
defense,Aluminum,1
defense,American Revolution Bicentennial,1
defense,Animals,12
defense,Architecture and the disabled,1
defense,Armed Forces and National Security,10187
defense,Armed forces abroad,3
defense,Arms sales,4
defense,"Arts, Culture, Religion",8
defense,Asbestos,1
defense,Assassination,1
defense,"Awards, medals, prizes",7
defense,Cemeteries and funerals,120
defense,Chemicals,2
defense,Child welfare,1
defense,Citizenship,1
defense,"Civil Rights and Liberties, Minority Issues",24
defense,Claims,15
defense,Clergy,2
defense,Commemorations,56
defense,Commerce,46
defense,Conflict of interests,2
defense,Congress,47
defense,Congressional oversight,6
defense,Congressional-Presidential relations,11
defense,Congressional-executive relations,15
defense,Conscientious objectors,1
defense,Construction industries,1
defense,Corporations,2
defense,Counterintelligence,2
defense,Crime and Law Enforcement,281
defense,Defense contracts,1
defense,Diamonds,2
defense,District of Columbia,1
defense,Docks,1
defense,Drug abuse prevention,1
defense,Economics and Public Finance,107
defense,Education,32
defense,Electronic surveillance,5
defense,Emergency Management,331
defense,Energy,85
defense,Entertainers,1
defense,Environmental Protection,32
defense,Executive reorganization,1
defense,Families,4
defense,Federal advisory bodies,2
defense,Finance and Financial Sector,19
defense,Fires,1
defense,Foreign Trade and International Finance,90
defense,Freedom of information,8
defense,Fuel,1
defense,Gambling,1
defense,Gold,4
defense,Government Operations and Politics,837
defense,Government liability (International law),1
defense,Government life insurance,1
defense,Government property,3
defense,Government publications,6
defense,Health,57
defense,Housing and Community Development,17
defense,Immigration,135
defense,Income tax,4
defense,Intergovernmental fiscal relations,1
defense,International Affairs,832
defense,Japanese Americans,3
defense,Labor and Employment,101
defense,Land use,1
defense,Law,113
defense,Lawyers,1
defense,Life insurance,1
defense,Lighthouses and lightships,1
defense,Marine insurance,1
defense,Merchant seamen,2
defense,Metallurgy,1
defense,Metals,5
defense,Military agreements,1
defense,Mines and mineral resources,3
defense,Minorities,2
defense,Mobile homes,1
defense,Monuments and memorials,11
defense,Mortgages,1
defense,Motor vehicles,2
defense,Municipal home rule,1
defense,Names,4
defense,Narcotic addiction,2
defense,Narcotic addicts,1
defense,Narcotic law and legislation,1
defense,Narcotics,1
defense,Native Americans,6
defense,Nuclear security measures,2
defense,Nuclear warfare,1
defense,Nuclear weapons,4
defense,Patriotism,1
defense,Peace,2
defense,Physically handicapped,3
defense,Post exchanges,1
defense,Postal service,1
defense,Printing,1
defense,Private Legislation,6
defense,Public Lands and Natural Resources,235
defense,Public demonstrations,1
defense,Public records,1
defense,Public works,1
defense,Raw materials,3
defense,Real property,1
defense,Recreation areas,1
defense,Renegotiation,3
defense,Research,1
defense,Right of privacy,1
defense,"Science, Technology, Communications",26
defense,Social Sciences and History,6
defense,Social Welfare,58
defense,Sports and Recreation,2
defense,Strategic materials,53
defense,Survivors' benefits,18
defense,Taxation,563
defense,Territories (U.S.),1
defense,Transportation and Public Works,102
defense,Vietnamese Conflict,47
defense,Water Resources Development,23
defense,Water conservation,2
defense,Weapons,6
defense,Women,1
defense,uncoded,119
domestic commerce,Agriculture and Food,231
domestic commerce,Agriculture in foreign trade,8
domestic commerce,Alcoholic beverage control,3
domestic commerce,Alcoholic beverages,43
domestic commerce,Ammunition,1
domestic commerce,Animals,59
domestic commerce,Armed Forces and National Security,82
domestic commerce,"Arts, Culture, Religion",13
domestic commerce,Asbestos,1
domestic commerce,Athletics,1
domestic commerce,Auditing,2
domestic commerce,Automobile insurance,3
domestic commerce,Business insurance,21
domestic commerce,Chemicals,4
domestic commerce,"Civil Rights and Liberties, Minority Issues",15
domestic commerce,Claims,2
domestic commerce,Commemorations,1
domestic commerce,Commerce,4134
domestic commerce,Commodity control,8
domestic commerce,Competition,1
domestic commerce,Conflict of interests,1
domestic commerce,Congress,15
domestic commerce,Congressional-executive relations,1
domestic commerce,Construction industries,3
domestic commerce,Consumer cooperatives,2
domestic commerce,Consumer education,1
domestic commerce,Contracts,1
domestic commerce,Corporate mergers,1
domestic commerce,Corporation directors,3
domestic commerce,Cosmetics and personal care,9
domestic commerce,Credit,45
domestic commerce,Credit cards,1
domestic commerce,Credit controls,2
domestic commerce,Crime and Law Enforcement,216
domestic commerce,Debtor and creditor,1
domestic commerce,Deceptive advertising,4
domestic commerce,Depreciation and amortization,2
domestic commerce,Disaster insurance,24
domestic commerce,Disaster relief,30
domestic commerce,Disasters,21
domestic commerce,Dividend tax,1
domestic commerce,Droughts,6
domestic commerce,Drug law and legislation,1
domestic commerce,Earthquakes,10
domestic commerce,Economics and Public Finance,133
domestic commerce,Education,51
domestic commerce,Emergency Management,847
domestic commerce,Energy,66
domestic commerce,Environmental Protection,52
domestic commerce,Executive reorganization,8
domestic commerce,Exhibitions,1
domestic commerce,Families,8
domestic commerce,Federal advisory bodies,7
domestic commerce,Federal aid programs,1
domestic commerce,Finance and Financial Sector,3959
domestic commerce,Firearms,15
domestic commerce,Fishing,1
domestic commerce,Foreign Trade and International Finance,142
domestic commerce,Franchises (Retail trade),16
domestic commerce,Gambling,22
domestic commerce,Game and game birds,2
domestic commerce,Gas appliances,1
domestic commerce,Gold,3
domestic commerce,Government Operations and Politics,337
domestic commerce,Government and business,3
domestic commerce,Government corporations,9
domestic commerce,Government lending,1
domestic commerce,Government litigation,2
domestic commerce,Government paperwork,1
domestic commerce,Government regulation,4
domestic commerce,Government securities,9
domestic commerce,Health,146
domestic commerce,Home ownership,1
domestic commerce,Horses,5
domestic commerce,Housing and Community Development,716
domestic commerce,Immigration,18
domestic commerce,Income tax,15
domestic commerce,Independent regulatory commissions,19
domestic commerce,Industrial development bonds,2
domestic commerce,Injunctions,1
domestic commerce,Insurance,8
domestic commerce,Insurance companies,1
domestic commerce,Interest,13
domestic commerce,Interest rates,17
domestic commerce,Intergovernmental relations,6
domestic commerce,International Affairs,35
domestic commerce,International courts,1
domestic commerce,Interstate land sales,5
domestic commerce,Inventions,3
domestic commerce,Investments,2
domestic commerce,Judicial review of administrative acts,2
domestic commerce,Labeling,23
domestic commerce,Labeling laws,14
domestic commerce,Labor and Employment,125
domestic commerce,Law,155
domestic commerce,Lead poisoning,1
domestic commerce,Leases,2
domestic commerce,Life insurance,1
domestic commerce,Livestock,1
domestic commerce,Loans,7
domestic commerce,Local finance,5
domestic commerce,Lotteries,2
domestic commerce,Manpower utilization,1
domestic commerce,Materials,1
domestic commerce,Materials policy,6
domestic commerce,Mines and mineral resources,1
domestic commerce,Mortgage interest rates,1
domestic commerce,Mortgage loans,4
domestic commerce,Mortgages,19
domestic commerce,Motor vehicles,3
domestic commerce,Municipal finance,12
domestic commerce,Native Americans,3
domestic commerce,Packaging,2
domestic commerce,Periodicals,1
domestic commerce,Petroleum industry,5
domestic commerce,Pets,4
domestic commerce,Physical education and training,1
domestic commerce,Postal service,2
domestic commerce,Prices,7
domestic commerce,Private Legislation,18
domestic commerce,Public Lands and Natural Resources,65
domestic commerce,Public works,1
domestic commerce,Real estate business,12
domestic commerce,Real property,14
domestic commerce,Religion,1
domestic commerce,Renegotiation,2
domestic commerce,Retail trade,17
domestic commerce,Right of privacy,7
domestic commerce,"Science, Technology, Communications",216
domestic commerce,Ships and shipping,1
domestic commerce,Smoking,1
domestic commerce,Social Sciences and History,8
domestic commerce,Social Welfare,36
domestic commerce,Sports and Recreation,275
domestic commerce,Survivors' benefits,1
domestic commerce,Taxation,2779
domestic commerce,Territories (U.S.),1
domestic commerce,Tobacco,3
domestic commerce,Tobacco industry,3
domestic commerce,Transportation and Public Works,208
domestic commerce,Travel,15
domestic commerce,Water Resources Development,34
domestic commerce,Women,1
domestic commerce,Youth,12
domestic commerce,uncoded,245
education,Agriculture and Food,29
education,Animals,6
education,Architecture and the disabled,1
education,Armed Forces and National Security,996
education,"Arts, Culture, Religion",35
education,Asian studies,1
education,Athletes,1
education,Athletics,2
education,Bilingual education,9
education,Blind,2
education,Busing (School integration),6
education,Child welfare,19
education,"Civil Rights and Liberties, Minority Issues",33
education,Coins and coinage,1
education,Commemorations,4
education,Commerce,19
education,Congress,16
education,Constitutional amendments,1
education,Crime and Law Enforcement,53
education,Disabled,24
education,Drug abuse,1
education,Economics and Public Finance,9
education,Education,5577
education,Education of Indians,1
education,Emergency Management,11
education,Energy,14
education,Environmental Protection,18
education,Executive reorganization,5
education,Families,38
education,Federal advisory bodies,12
education,Federal aid programs,2
education,Finance and Financial Sector,37
education,Foreign Trade and International Finance,4
education,Fraternal organizations,1
education,Government Operations and Politics,119
education,Government corporations,1
education,Government paperwork,3
education,Government publications,1
education,Government trust funds,1
education,Health,66
education,Higher education,2
education,Housing and Community Development,9
education,Immigration,31
education,Impacted area programs,5
education,Income tax,26
education,Intergovernmental relations,2
education,International Affairs,35
education,Jewish holocaust (1939-1945),1
education,Labor and Employment,90
education,Law,9
education,Libraries,11
education,Malpractice,1
education,Mentally handicapped children,1
education,Migrant labor,2
education,Minorities,1
education,Monuments and memorials,1
education,Motor vehicles,15
education,Museums,6
education,Native Americans,12
education,Ocean policy,1
education,Older workers,1
education,Peace,1
education,Private Legislation,1
education,Public Lands and Natural Resources,53
education,Public works,1
education,Publishers and publishing,2
education,Revenue sharing,1
education,Right of privacy,1
education,Schools,1
education,"Science, Technology, Communications",85
education,Sex discrimination,8
education,Social Sciences and History,8
education,Social Welfare,55
education,Sports and Recreation,24
education,Student transportation,1
education,Students,4
education,Survivors' benefits,1
education,Taxation,1457
education,Teachers,21
education,Transportation and Public Works,17
education,Vietnamese Conflict,1
education,Water Resources Development,3
education,Youth,3
education,uncoded,8
energy,Administrative procedure,2
energy,Agriculture and Food,114
energy,Alcoholic beverages,1
energy,Animals,2
energy,Armed Forces and National Security,89
energy,"Arts, Culture, Religion",2
energy,Automobile engines,2
energy,Automobiles,1
energy,"Awards, medals, prizes",1
energy,Citizenship,1
energy,"Civil Rights and Liberties, Minority Issues",2
energy,Commemorations,1
energy,Commerce,160
energy,Compensation (Law),1
energy,Congress,19
energy,Congressional-Presidential relations,2
energy,Congressional-executive relations,1
energy,Continental shelf,12
energy,Corporations,4
energy,Crime and Law Enforcement,18
energy,Dams,3
energy,Depletion allowances,8
energy,Economic stabilization,9
energy,Economics and Public Finance,46
energy,Education,26
energy,Electric vehicles,1
energy,Emergency Management,12
energy,Energy,5564
energy,Environmental Protection,249
energy,Executive reorganization,8
energy,Family farms,6
energy,Federal advisory bodies,2
energy,Finance and Financial Sector,17
energy,Foreign Trade and International Finance,135
energy,Fuel,2
energy,Gases,1
energy,Gasoline,32
energy,Geothermal power plants,1
energy,Geothermal resources,2
energy,Government Operations and Politics,172
energy,Government corporations,3
energy,Government lending,1
energy,Health,15
energy,Heating,3
energy,Home repair and improvement,5
energy,Housing and Community Development,44
energy,Hydroelectric power,5
energy,Immigration,2
energy,Income tax,6
energy,Independent regulatory commissions,15
energy,Industrial development bonds,1
energy,Industrial energy conservation,2
energy,Industrial research,4
energy,Inflation,1
energy,Insurance,2
energy,Intergovernmental relations,2
energy,International Affairs,81
energy,Interstate commerce,1
energy,Labor and Employment,46
energy,Land use,3
energy,Law,11
energy,Low-income housing,2
energy,Methanol,2
energy,Mine wastes,1
energy,Mines and mineral resources,26
energy,Motor vehicles,49
energy,Names,1
energy,Native Americans,5
energy,Nuclear facilities,17
energy,Nuclear power plant sites,3
energy,Nuclear weapons,2
energy,Ocean,1
energy,Ocean floor,1
energy,Petrochemicals,10
energy,Petroleum industry,196
energy,Photovoltaic power systems,10
energy,Pipelines,5
energy,Plutonium,3
energy,Power resources,54
energy,Private Legislation,2
energy,Profit,1
energy,Propane,2
energy,Public Lands and Natural Resources,296
energy,Public works,3
energy,Radiation safety,4
energy,Recreation,1
energy,Research and development,4
energy,Rural affairs legislation,1
energy,Rural conditions,2
energy,"Science, Technology, Communications",258
energy,Ships and shipping,4
energy,Social Welfare,8
energy,Solar energy,41
energy,Solar heating and cooling,22
energy,Sports and Recreation,1
energy,Strategic materials,4
energy,Taxation,2028
energy,Transportation and Public Works,318
energy,Trucking,1
energy,Water Resources Development,63
energy,uncoded,155
environment,Administrative law and regulatory procedures,2
environment,Administrative procedure,5
environment,Agriculture and Food,304
environment,Anadromous fishes,2
environment,Animals,617
environment,Armed Forces and National Security,25
environment,Asbestos,2
environment,Beverage containers,11
environment,Beverages,3
environment,Birds,5
environment,Citizen lawsuits,1
environment,Climate,5
environment,Commemorations,1
environment,Commerce,43
environment,Commercial aircraft,2
environment,Compensation (Law),1
environment,Congress,8
environment,Conservation of natural resources,24
environment,Continental shelf,5
environment,Crime and Law Enforcement,25
environment,Droughts,1
environment,Dumping,7
environment,Economics and Public Finance,21
environment,Education,18
environment,Emergency Management,22
environment,Energy,307
environment,Environmental Protection,4953
environment,Environmental assessment,1
environment,Executive reorganization,8
environment,Families,1
environment,Federal advisory bodies,1
environment,Federal-state relations,1
environment,Finance and Financial Sector,10
environment,Fishes,5
environment,Fishing,1
environment,Foreign Trade and International Finance,59
environment,Government Operations and Politics,110
environment,Great Lakes,8
environment,Health,68
environment,Horses,2
environment,Housing and Community Development,38
environment,Hunting,5
environment,Immigration,2
environment,Independent regulatory commissions,3
environment,Industrial pollution,1
environment,Intergovernmental relations,1
environment,International Affairs,27
environment,Labor and Employment,12
environment,Lakes,3
environment,Land use,1
environment,Law,22
environment,Liability for oil pollution,1
environment,Livestock,1
environment,Marine mammal protection,17
environment,Marine resources conservation,11
environment,Migratory bird conservation,6
environment,Mines and mineral resources,3
environment,Motor vehicles,35
environment,Native Americans,6
environment,Noise,16
environment,Ocean,1
environment,Oil and gas leases,1
environment,Ozone,2
environment,Pests,2
environment,Poisons,1
environment,Potable water,8
environment,Power resources,2
environment,Predator control,5
environment,Private Legislation,2
environment,Public Lands and Natural Resources,1189
environment,Public works,2
environment,Radiation safety,4
environment,Recreation,2
environment,Recreation areas,4
environment,Refuse and refuse disposal,13
environment,Research and development,1
environment,Research centers,1
environment,Rivers,2
environment,Rural affairs legislation,10
environment,Rural conditions,5
environment,Rural economic development,4
environment,"Science, Technology, Communications",34
environment,Ships and shipping,1
environment,Social Welfare,2
environment,Sports and Recreation,16
environment,Taxation,600
environment,Territories (U.S.),2
environment,Transportation and Public Works,248
environment,Water Resources Development,511
environment,Water conservation,26
environment,Watershed management,2
environment,Wetlands,2
environment,uncoded,10
foreign trade,Administrative procedure,1
foreign trade,Agriculture and Food,109
foreign trade,Agriculture in foreign trade,1
foreign trade,Alcoholic beverages,3
foreign trade,Animals,20
foreign trade,Armed Forces and National Security,20
foreign trade,Arms sales,1
foreign trade,Art objects,1
foreign trade,"Arts, Culture, Religion",9
foreign trade,Automobile insurance,4
foreign trade,Buy American,10
foreign trade,Cattle,2
foreign trade,Chemicals,1
foreign trade,"Civil Rights and Liberties, Minority Issues",3
foreign trade,Coffee,9
foreign trade,Commemorations,3
foreign trade,Commerce,209
foreign trade,Commercial blacklisting,3
foreign trade,Congress,16
foreign trade,Containerization,1
foreign trade,Copper,1
foreign trade,Crime and Law Enforcement,41
foreign trade,Customs administration,5
foreign trade,Dairy industry,1
foreign trade,Dumping,3
foreign trade,Dyes and dyeing,1
foreign trade,Economics and Public Finance,32
foreign trade,Education,8
foreign trade,Embargo,9
foreign trade,Emergency Management,8
foreign trade,Energy,48
foreign trade,Environmental Protection,12
foreign trade,Families,1
foreign trade,Finance and Financial Sector,82
foreign trade,Fishing boats,1
foreign trade,Foreign Trade and International Finance,12861
foreign trade,Foundations,1
foreign trade,Glass and glass industry,3
foreign trade,Government Operations and Politics,147
foreign trade,Health,11
foreign trade,Herbicides,1
foreign trade,Honey,2
foreign trade,Horses,2
foreign trade,Housing and Community Development,2
foreign trade,Immigration,15
foreign trade,Import restrictions,28
foreign trade,Imports,11
foreign trade,Income tax,2
foreign trade,Independent regulatory commissions,14
foreign trade,Interest rates,1
foreign trade,International Affairs,230
foreign trade,International corporations,1
foreign trade,Interstate commerce,1
foreign trade,Investment guaranty insurance,3
foreign trade,Iron and steel industry,14
foreign trade,Labeling,4
foreign trade,Labor and Employment,17
foreign trade,Law,18
foreign trade,Lead,1
foreign trade,Libraries,2
foreign trade,Livestock,1
foreign trade,Lumber trade,5
foreign trade,Meat,17
foreign trade,Medical supplies,1
foreign trade,Metallurgy,1
foreign trade,Metals,4
foreign trade,Mines and mineral resources,2
foreign trade,Motor vehicles,3
foreign trade,Native Americans,1
foreign trade,Paper and paper products,1
foreign trade,Petrochemicals,7
foreign trade,Petroleum industry,2
foreign trade,Plastics,1
foreign trade,Platinum,2
foreign trade,Private Legislation,140
foreign trade,Public Lands and Natural Resources,35
foreign trade,Real property,1
foreign trade,Recreation areas,1
foreign trade,"Science, Technology, Communications",29
foreign trade,Solar energy,4
foreign trade,Sports and Recreation,1
foreign trade,Strategic materials,2
foreign trade,Taxation,304
foreign trade,Territories (U.S.),3
foreign trade,Transportation and Public Works,69
foreign trade,Water Resources Development,2
foreign trade,uncoded,68
government operations,Administrative law and regulatory procedures,19
government operations,Administrative procedure,92
government operations,Agriculture and Food,48
government operations,Agriculture in foreign trade,2
government operations,American Revolution Bicentennial,9
government operations,Animals,13
government operations,Archives,6
government operations,Armed Forces and National Security,600
government operations,Arts,1
government operations,"Arts, Culture, Religion",128
government operations,Assault,1
government operations,"Awards, medals, prizes",27
government operations,Barber and beauty shops,1
government operations,Bees,2
government operations,Bicentennial of the Constitution,2
government operations,Bilingualism,1
government operations,Boundaries,2
government operations,Broadcasting,2
government operations,Cemeteries and funerals,4
government operations,Charities,3
government operations,Citizen lawsuits,1
government operations,"Civil Rights and Liberties, Minority Issues",93
government operations,Claims,24
government operations,Clothing industry,3
government operations,Coins and coinage,20
government operations,Commemorations,1665
government operations,Commerce,96
government operations,Community centers,2
government operations,Concentration camps,2
government operations,Conflict of interests,4
government operations,Congress,1910
government operations,Congressional oversight,68
government operations,Congressional tributes,2
government operations,Congressional-Presidential relations,49
government operations,Congressional-executive relations,35
government operations,Constitutional amendments,5
government operations,Constitutional law,1
government operations,Contracts,7
government operations,Credit,1
government operations,Crime and Law Enforcement,447
government operations,Cultural centers,1
government operations,Day care,1
government operations,Direct mail advertising,7
government operations,Disabled,2
government operations,Disaster insurance,1
government operations,Disaster relief,1
government operations,Disasters,4
government operations,District of Columbia,230
government operations,Economic development,1
government operations,Economic impact statements,1
government operations,Economics and Public Finance,1585
government operations,Education,117
government operations,Educational exchanges,3
government operations,Emergency Management,71
government operations,Eminent domain,4
government operations,Energy,74
government operations,Entertainers,1
government operations,Environmental Protection,65
government operations,Executive reorganization,36
government operations,Families,24
government operations,Federal advisory bodies,25
government operations,Federal aid programs,19
government operations,Federal officials,4
government operations,Federal-local relations,1
government operations,Federal-state relations,4
government operations,Finance and Financial Sector,626
government operations,Financial disclosure,32
government operations,Fire fighters,5
government operations,Foreign Trade and International Finance,58
government operations,Freedom of information,7
government operations,Gambling,2
government operations,Garnishment,1
government operations,Gold,1
government operations,Government Operations and Politics,11116
government operations,Government liability,6
government operations,Government paperwork,16
government operations,Government property,17
government operations,Government publications,26
government operations,Government publicity,2
government operations,"Government records, documents, and information",1
government operations,Government regulation,3
government operations,Government securities,8
government operations,Government service contracts,3
government operations,Government spending,1
government operations,Governmental investigations,1
government operations,Health,163
government operations,Hours of labor,1
government operations,Housing and Community Development,97
government operations,Immigration,32
government operations,Impeachments,6
government operations,Import restrictions,1
government operations,Income tax,17
government operations,Independent regulatory commissions,81
government operations,Industrial relations,3
government operations,Inflation,3
government operations,Information leaking,1
government operations,Insurance,2
government operations,Intergovernmental fiscal relations,17
government operations,Intergovernmental relations,52
government operations,Intergovernmental tax relations,6
government operations,Internal security,1
government operations,International Affairs,240
government operations,International agencies,1
government operations,Japanese Americans,7
government operations,Jewish holocaust (1939-1945),1
government operations,Judicial review of administrative acts,1
government operations,Labor and Employment,241
government operations,Law,386
government operations,Lawyers,1
government operations,Legislation,10
government operations,Legislative procedure,1
government operations,Legislative statistics,1
government operations,Libraries,17
government operations,Life insurance,2
government operations,Lobbying,57
government operations,Local officials and employees,2
government operations,Lotteries,71
government operations,Mailing lists,4
government operations,Memorial Day,1
government operations,Metropolitan politics and government,1
government operations,Mineral reserves,1
government operations,Mines and mineral resources,1
government operations,Minorities,6
government operations,Money,8
government operations,Monuments and memorials,27
government operations,Motor vehicles,5
government operations,Municipal budgets,1
government operations,Municipal buildings,3
government operations,Municipal finance,14
government operations,Municipal home rule,3
government operations,Municipal officials and employees,7
government operations,Municipal politics and government,8
government operations,Municipal services,1
government operations,Municipal taxation,1
government operations,Names,11
government operations,National anthems,1
government operations,National emblems,5
government operations,Native Americans,32
government operations,Nepotism,3
government operations,Ombudsman,4
government operations,Paper and paper products,11
government operations,Parking facilities,2
government operations,Periodicals,5
government operations,Philately,34
government operations,Physically handicapped,1
government operations,Playgrounds,2
government operations,Political participation,1
government operations,Political representation,1
government operations,Population,1
government operations,Population statistics,7
government operations,Pornography,8
government operations,Postal employees,32
government operations,Postal facilities,2
government operations,Postal law and legislation,9
government operations,Postal rates and revenues,16
government operations,Postal service,173
government operations,Printing,1
government operations,Private Legislation,25
government operations,Protection of officials,2
government operations,Public Lands and Natural Resources,389
government operations,Public corruption,1
government operations,Public demonstrations,4
government operations,Public records,14
government operations,Public works,4
government operations,Real estate business,1
